LATITUDE,LONGITUDE,ALTITUTE(km),SPEED(km/s),AZIMUTH,AZIMUTH(CATEGORY),ELEVATION,RIGHT_ASCENSION(h),RIGHT_ASCENSION(m),RIGHT_ASCENSION(s),DECLINATION(°),DECLINATION(;),DECLINATION(;;),Local_Sideral_Time(h),Local_Sideral_Time(m),Local_Sideral_Time(s)
23.09,-153.31,787.84,7.46,338.1,NNW,-51.4,17.0,26.0,6.0,-10.0,19.0,48.0,4.0,32.0,33.0
23.68,-153.45,787.93,7.46,338.4,NNW,-51.2,17.0,25.0,49.0,-10.0,0.0,9.0,4.0,32.0,43.0
24.27,-153.6,788.02,7.46,338.7,NNW,-50.9,17.0,25.0,32.0,-9.0,40.0,29.0,4.0,32.0,53.0
24.86,-153.75,788.12,7.46,339.0,NNW,-50.6,17.0,25.0,15.0,-9.0,20.0,49.0,4.0,33.0,3.0
25.45,-153.9,788.21,7.46,339.3,NNW,-50.3,17.0,24.0,57.0,-9.0,1.0,9.0,4.0,33.0,13.0
26.04,-154.05,788.31,7.46,339.6,NNW,-50.0,17.0,24.0,39.0,-8.0,41.0,29.0,4.0,33.0,23.0
26.64,-154.2,788.41,7.46,339.9,NNW,-49.7,17.0,24.0,21.0,-8.0,21.0,49.0,4.0,33.0,33.0
27.23,-154.35,788.51,7.46,340.2,NNW,-49.4,17.0,24.0,3.0,-8.0,2.0,8.0,4.0,33.0,43.0
27.82,-154.5,788.61,7.46,340.5,NNW,-49.1,17.0,23.0,45.0,-7.0,42.0,28.0,4.0,33.0,53.0
28.41,-154.66,788.72,7.46,340.8,NNW,-48.8,17.0,23.0,26.0,-7.0,22.0,48.0,4.0,34.0,4.0
29.0,-154.82,788.83,7.46,341.1,NNW,-48.5,17.0,23.0,7.0,-7.0,3.0,7.0,4.0,34.0,14.0
29.59,-154.97,788.93,7.46,341.4,NNW,-48.3,17.0,22.0,48.0,-6.0,43.0,26.0,4.0,34.0,24.0
30.23,-155.15,789.05,7.46,341.7,NNW,-47.9,17.0,22.0,27.0,-6.0,21.0,48.0,4.0,34.0,34.0
30.82,-155.31,789.17,7.46,342.0,NNW,-47.6,17.0,22.0,7.0,-6.0,2.0,7.0,4.0,34.0,44.0
31.41,-155.47,789.28,7.46,342.2,NNW,-47.3,17.0,21.0,47.0,-5.0,42.0,26.0,4.0,34.0,54.0
32.0,-155.63,789.39,7.46,342.5,NNW,-47.1,17.0,21.0,27.0,-5.0,22.0,45.0,4.0,35.0,4.0
32.59,-155.8,789.51,7.46,342.8,NNW,-46.8,17.0,21.0,6.0,-5.0,3.0,4.0,4.0,35.0,14.0
33.18,-155.96,789.63,7.46,343.1,NNW,-46.5,17.0,20.0,45.0,-4.0,43.0,22.0,4.0,35.0,25.0
33.77,-156.13,789.74,7.46,343.4,NNW,-46.2,17.0,20.0,24.0,-4.0,23.0,41.0,4.0,35.0,35.0
34.36,-156.3,789.86,7.46,343.7,NNW,-45.9,17.0,20.0,3.0,-4.0,4.0,0.0,4.0,35.0,45.0
34.95,-156.47,789.98,7.46,343.9,NNW,-45.6,17.0,19.0,41.0,-3.0,44.0,18.0,4.0,35.0,55.0
35.53,-156.65,790.1,7.46,344.2,NNW,-45.3,17.0,19.0,19.0,-3.0,24.0,36.0,4.0,36.0,5.0
36.12,-156.82,790.22,7.46,344.5,NNW,-45.0,17.0,18.0,57.0,-3.0,4.0,55.0,4.0,36.0,15.0
36.71,-157.0,790.35,7.46,344.8,NNW,-44.7,17.0,18.0,35.0,-2.0,45.0,13.0,4.0,36.0,25.0
37.3,-157.18,790.47,7.46,345.0,NNW,-44.4,17.0,18.0,12.0,-2.0,25.0,31.0,4.0,36.0,35.0
37.88,-157.36,790.59,7.46,345.3,N,-44.1,17.0,17.0,49.0,-2.0,5.0,49.0,4.0,36.0,45.0
38.53,-157.56,790.73,7.46,345.6,N,-43.8,17.0,17.0,23.0,-1.0,44.0,8.0,4.0,36.0,56.0
39.12,-157.75,790.86,7.46,345.9,N,-43.5,17.0,16.0,59.0,-1.0,24.0,26.0,4.0,37.0,6.0
39.7,-157.94,790.98,7.46,346.1,N,-43.2,17.0,16.0,35.0,-1.0,4.0,43.0,4.0,37.0,16.0
40.29,-158.13,791.11,7.46,346.4,N,-42.9,17.0,16.0,10.0,0.0,14.0,58.0,4.0,37.0,26.0
40.88,-158.33,791.23,7.46,346.7,N,-42.6,17.0,15.0,45.0,0.0,34.0,41.0,4.0,37.0,36.0
41.46,-158.52,791.36,7.46,346.9,N,-42.3,17.0,15.0,20.0,0.0,54.0,24.0,4.0,37.0,46.0
42.05,-158.72,791.49,7.46,347.2,N,-42.0,17.0,14.0,55.0,1.0,14.0,6.0,4.0,37.0,56.0
42.63,-158.92,791.61,7.46,347.5,N,-41.7,17.0,14.0,29.0,1.0,33.0,49.0,4.0,38.0,6.0
43.22,-159.13,791.74,7.46,347.7,N,-41.4,17.0,14.0,3.0,1.0,53.0,32.0,4.0,38.0,16.0
43.8,-159.34,791.86,7.46,348.0,N,-41.1,17.0,13.0,36.0,2.0,13.0,16.0,4.0,38.0,26.0
44.39,-159.55,791.99,7.46,348.3,N,-40.8,17.0,13.0,9.0,2.0,32.0,59.0,4.0,38.0,36.0
44.97,-159.77,792.12,7.46,348.5,N,-40.4,17.0,12.0,42.0,2.0,52.0,42.0,4.0,38.0,46.0
45.55,-159.99,792.24,7.46,348.8,N,-40.1,17.0,12.0,14.0,3.0,12.0,25.0,4.0,38.0,56.0
46.14,-160.21,792.37,7.46,349.1,N,-39.8,17.0,11.0,46.0,3.0,32.0,9.0,4.0,39.0,6.0
46.72,-160.43,792.49,7.46,349.3,N,-39.5,17.0,11.0,17.0,3.0,51.0,52.0,4.0,39.0,16.0
47.3,-160.66,792.62,7.46,349.6,N,-39.2,17.0,10.0,48.0,4.0,11.0,36.0,4.0,39.0,26.0
47.94,-160.92,792.75,7.46,349.9,N,-38.9,17.0,10.0,16.0,4.0,33.0,18.0,4.0,39.0,36.0
48.52,-161.16,792.87,7.46,350.1,N,-38.6,17.0,9.0,46.0,4.0,53.0,2.0,4.0,39.0,47.0
49.1,-161.41,793.0,7.46,350.4,N,-38.3,17.0,9.0,15.0,5.0,12.0,46.0,4.0,39.0,57.0
49.69,-161.66,793.12,7.46,350.7,N,-38.0,17.0,8.0,45.0,5.0,32.0,29.0,4.0,40.0,7.0
50.27,-161.91,793.24,7.46,350.9,N,-37.7,17.0,8.0,13.0,5.0,52.0,13.0,4.0,40.0,18.0
50.85,-162.17,793.36,7.46,351.2,N,-37.4,17.0,7.0,42.0,6.0,11.0,57.0,4.0,40.0,28.0
51.43,-162.43,793.47,7.46,351.5,N,-37.1,17.0,7.0,10.0,6.0,31.0,41.0,4.0,40.0,38.0
52.0,-162.7,793.59,7.46,351.7,N,-36.7,17.0,6.0,37.0,6.0,51.0,25.0,4.0,40.0,48.0
52.58,-162.98,793.71,7.46,352.0,N,-36.4,17.0,6.0,4.0,7.0,11.0,9.0,4.0,40.0,58.0
53.16,-163.26,793.82,7.46,352.2,N,-36.1,17.0,5.0,30.0,7.0,30.0,53.0,4.0,41.0,8.0
53.74,-163.55,793.93,7.45,352.5,N,-35.8,17.0,4.0,56.0,7.0,50.0,37.0,4.0,41.0,18.0
54.31,-163.85,794.05,7.45,352.8,N,-35.5,17.0,4.0,21.0,8.0,10.0,21.0,4.0,41.0,28.0
54.89,-164.15,794.16,7.45,353.0,N,-35.2,17.0,3.0,46.0,8.0,30.0,4.0,4.0,41.0,38.0
55.47,-164.46,794.26,7.45,353.3,N,-34.9,17.0,3.0,10.0,8.0,49.0,48.0,4.0,41.0,48.0
56.04,-164.78,794.37,7.45,353.6,N,-34.6,17.0,2.0,34.0,9.0,9.0,32.0,4.0,41.0,58.0
56.67,-165.14,794.49,7.45,353.9,N,-34.2,17.0,1.0,53.0,9.0,31.0,14.0,4.0,42.0,9.0
57.25,-165.47,794.59,7.45,354.1,N,-33.9,17.0,1.0,16.0,9.0,50.0,57.0,4.0,42.0,19.0
57.82,-165.82,794.69,7.45,354.4,N,-33.6,17.0,0.0,38.0,10.0,10.0,40.0,4.0,42.0,29.0
58.39,-166.18,794.79,7.45,354.7,N,-33.3,16.0,59.0,59.0,10.0,30.0,24.0,4.0,42.0,39.0
58.96,-166.54,794.89,7.45,354.9,N,-33.0,16.0,59.0,20.0,10.0,50.0,7.0,4.0,42.0,49.0
59.53,-166.92,794.98,7.45,355.2,N,-32.7,16.0,58.0,40.0,11.0,9.0,49.0,4.0,42.0,59.0
60.1,-167.31,795.08,7.45,355.5,N,-32.3,16.0,57.0,59.0,11.0,29.0,32.0,4.0,43.0,9.0
60.67,-167.71,795.17,7.45,355.7,N,-32.0,16.0,57.0,18.0,11.0,49.0,14.0,4.0,43.0,19.0
61.24,-168.12,795.26,7.45,356.0,N,-31.7,16.0,56.0,36.0,12.0,8.0,56.0,4.0,43.0,29.0
61.8,-168.55,795.35,7.45,356.3,N,-31.4,16.0,55.0,53.0,12.0,28.0,38.0,4.0,43.0,39.0
62.37,-168.99,795.43,7.45,356.5,N,-31.1,16.0,55.0,9.0,12.0,48.0,19.0,4.0,43.0,49.0
62.93,-169.45,795.51,7.45,356.8,N,-30.8,16.0,54.0,25.0,13.0,8.0,0.0,4.0,43.0,59.0
63.49,-169.92,795.59,7.45,357.1,N,-30.4,16.0,53.0,40.0,13.0,27.0,41.0,4.0,44.0,9.0
64.05,-170.41,795.67,7.45,357.4,N,-30.1,16.0,52.0,55.0,13.0,47.0,21.0,4.0,44.0,19.0
64.67,-170.97,795.75,7.45,357.7,N,-29.8,16.0,52.0,4.0,14.0,8.0,59.0,4.0,44.0,30.0
65.23,-171.5,795.82,7.45,357.9,N,-29.4,16.0,51.0,16.0,14.0,28.0,38.0,4.0,44.0,40.0
65.78,-172.05,795.89,7.45,358.2,N,-29.1,16.0,50.0,28.0,14.0,48.0,17.0,4.0,44.0,50.0
66.34,-172.62,795.96,7.45,358.5,N,-28.8,16.0,49.0,39.0,15.0,7.0,55.0,4.0,45.0,0.0
66.89,-173.22,796.02,7.45,358.8,N,-28.5,16.0,48.0,49.0,15.0,27.0,32.0,4.0,45.0,10.0
67.44,-173.84,796.08,7.45,359.1,N,-28.2,16.0,47.0,58.0,15.0,47.0,9.0,4.0,45.0,20.0
67.99,-174.49,796.14,7.45,359.4,N,-27.8,16.0,47.0,7.0,16.0,6.0,45.0,4.0,45.0,30.0
68.53,-175.17,796.2,7.45,359.6,N,-27.5,16.0,46.0,14.0,16.0,26.0,20.0,4.0,45.0,40.0
69.08,-175.88,796.25,7.45,359.9,N,-27.2,16.0,45.0,21.0,16.0,45.0,54.0,4.0,45.0,50.0
69.62,-176.63,796.3,7.45,0.2,N,-26.9,16.0,44.0,26.0,17.0,5.0,27.0,4.0,46.0,0.0
70.15,-177.41,796.34,7.45,0.5,N,-26.5,16.0,43.0,31.0,17.0,24.0,59.0,4.0,46.0,10.0
70.69,-178.23,796.39,7.45,0.8,N,-26.2,16.0,42.0,34.0,17.0,44.0,30.0,4.0,46.0,21.0
71.22,-179.09,796.43,7.45,1.1,N,-25.9,16.0,41.0,36.0,18.0,4.0,0.0,4.0,46.0,31.0
71.74,180.0,796.46,7.45,1.4,N,-25.5,16.0,40.0,38.0,18.0,23.0,29.0,4.0,46.0,41.0
72.27,179.04,796.5,7.45,1.7,N,-25.2,16.0,39.0,38.0,18.0,42.0,56.0,4.0,46.0,51.0
72.84,177.92,796.53,7.45,2.0,N,-24.9,16.0,38.0,31.0,19.0,4.0,18.0,4.0,47.0,2.0
73.35,176.85,796.56,7.45,2.3,N,-24.5,16.0,37.0,28.0,19.0,23.0,42.0,4.0,47.0,12.0
73.86,175.71,796.58,7.45,2.6,N,-24.2,16.0,36.0,25.0,19.0,43.0,5.0,4.0,47.0,22.0
74.36,174.5,796.6,7.45,2.9,N,-23.9,16.0,35.0,20.0,20.0,2.0,25.0,4.0,47.0,32.0
74.85,173.22,796.62,7.45,3.3,N,-23.5,16.0,34.0,14.0,20.0,21.0,44.0,4.0,47.0,42.0
75.34,171.85,796.63,7.45,3.6,N,-23.2,16.0,33.0,7.0,20.0,41.0,1.0,4.0,47.0,52.0
75.82,170.4,796.64,7.45,3.9,N,-22.9,16.0,31.0,58.0,21.0,0.0,16.0,4.0,48.0,2.0
76.29,168.85,796.65,7.45,4.2,N,-22.5,16.0,30.0,48.0,21.0,19.0,28.0,4.0,48.0,12.0
76.75,167.2,796.65,7.45,4.5,N,-22.2,16.0,29.0,36.0,21.0,38.0,38.0,4.0,48.0,22.0
77.2,165.44,796.65,7.45,4.9,N,-21.8,16.0,28.0,23.0,21.0,57.0,45.0,4.0,48.0,32.0
77.64,163.55,796.65,7.45,5.2,N,-21.5,16.0,27.0,9.0,22.0,16.0,49.0,4.0,48.0,42.0
78.06,161.54,796.64,7.45,5.5,N,-21.2,16.0,25.0,53.0,22.0,35.0,51.0,4.0,48.0,52.0
78.47,159.38,796.63,7.45,5.9,N,-20.8,16.0,24.0,35.0,22.0,54.0,49.0,4.0,49.0,2.0
78.87,157.07,796.62,7.45,6.2,N,-20.5,16.0,23.0,16.0,23.0,13.0,44.0,4.0,49.0,12.0
79.24,154.61,796.6,7.45,6.5,N,-20.1,16.0,21.0,55.0,23.0,32.0,36.0,4.0,49.0,22.0
79.6,151.97,796.58,7.45,6.9,N,-19.8,16.0,20.0,32.0,23.0,51.0,23.0,4.0,49.0,32.0
79.96,148.87,796.55,7.45,7.3,N,-19.4,16.0,18.0,59.0,24.0,11.0,59.0,4.0,49.0,43.0
80.27,145.86,796.52,7.45,7.6,N,-19.1,16.0,17.0,32.0,24.0,30.0,38.0,4.0,49.0,53.0
80.54,142.67,796.49,7.45,8.0,N,-18.7,16.0,16.0,4.0,24.0,49.0,12.0,4.0,50.0,3.0
80.79,139.3,796.45,7.45,8.4,N,-18.4,16.0,14.0,34.0,25.0,7.0,41.0,4.0,50.0,13.0
81.01,135.76,796.41,7.45,8.7,N,-18.0,16.0,13.0,1.0,25.0,26.0,5.0,4.0,50.0,23.0
81.19,132.06,796.37,7.45,9.1,N,-17.7,16.0,11.0,27.0,25.0,44.0,24.0,4.0,50.0,33.0
81.34,128.23,796.32,7.45,9.5,N,-17.3,16.0,9.0,50.0,26.0,2.0,36.0,4.0,50.0,43.0
81.44,124.28,796.27,7.45,9.9,N,-17.0,16.0,8.0,11.0,26.0,20.0,43.0,4.0,50.0,53.0
81.51,120.26,796.22,7.45,10.2,N,-16.6,16.0,6.0,30.0,26.0,38.0,42.0,4.0,51.0,3.0
81.54,116.19,796.16,7.45,10.6,N,-16.3,16.0,4.0,46.0,26.0,56.0,35.0,4.0,51.0,13.0
81.52,112.11,796.1,7.45,11.0,N,-15.9,16.0,3.0,0.0,27.0,14.0,20.0,4.0,51.0,23.0
81.46,108.07,796.03,7.45,11.4,N,-15.6,16.0,1.0,12.0,27.0,31.0,57.0,4.0,51.0,33.0
81.37,104.1,795.96,7.45,11.9,N,-15.2,15.0,59.0,21.0,27.0,49.0,25.0,4.0,51.0,43.0
81.23,100.24,795.89,7.45,12.3,N,-14.9,15.0,57.0,27.0,28.0,6.0,45.0,4.0,51.0,53.0
81.06,96.5,795.81,7.45,12.7,N,-14.5,15.0,55.0,31.0,28.0,23.0,55.0,4.0,52.0,3.0
80.85,92.92,795.74,7.45,13.1,N,-14.1,15.0,53.0,32.0,28.0,40.0,54.0,4.0,52.0,13.0
80.61,89.51,795.65,7.45,13.6,N,-13.8,15.0,51.0,30.0,28.0,57.0,43.0,4.0,52.0,24.0
80.34,86.27,795.57,7.45,14.0,N,-13.4,15.0,49.0,25.0,29.0,14.0,20.0,4.0,52.0,34.0
80.04,83.22,795.48,7.45,14.5,N,-13.0,15.0,47.0,17.0,29.0,30.0,44.0,4.0,52.0,44.0
79.68,80.06,795.37,7.45,15.0,N,-12.6,15.0,44.0,52.0,29.0,48.0,32.0,4.0,52.0,55.0
79.33,77.38,795.28,7.45,15.4,NNE,-12.3,15.0,42.0,37.0,30.0,4.0,28.0,4.0,53.0,5.0
78.96,74.87,795.17,7.45,15.9,NNE,-11.9,15.0,40.0,19.0,30.0,20.0,9.0,4.0,53.0,15.0
78.57,72.53,795.07,7.45,16.4,NNE,-11.5,15.0,37.0,57.0,30.0,35.0,34.0,4.0,53.0,25.0
78.17,70.33,794.96,7.45,16.9,NNE,-11.2,15.0,35.0,32.0,30.0,50.0,43.0,4.0,53.0,35.0
77.74,68.28,794.85,7.45,17.4,NNE,-10.8,15.0,33.0,3.0,31.0,5.0,33.0,4.0,53.0,45.0
77.31,66.36,794.74,7.45,17.9,NNE,-10.4,15.0,30.0,30.0,31.0,20.0,5.0,4.0,53.0,55.0
76.86,64.57,794.62,7.45,18.4,NNE,-10.0,15.0,27.0,54.0,31.0,34.0,16.0,4.0,54.0,5.0
76.4,62.89,794.5,7.45,19.0,NNE,-9.6,15.0,25.0,13.0,31.0,48.0,5.0,4.0,54.0,15.0
75.94,61.32,794.38,7.45,19.5,NNE,-9.3,15.0,22.0,28.0,32.0,1.0,31.0,4.0,54.0,25.0
75.41,59.7,794.24,7.45,20.1,NNE,-8.8,15.0,19.0,22.0,32.0,15.0,50.0,4.0,54.0,35.0
74.92,58.32,794.1,7.45,20.7,NNE,-8.5,15.0,16.0,29.0,32.0,28.0,24.0,4.0,54.0,45.0
74.43,57.03,793.97,7.45,21.3,NNE,-8.1,15.0,13.0,30.0,32.0,40.0,29.0,4.0,54.0,55.0
73.93,55.81,793.83,7.46,21.9,NNE,-7.7,15.0,10.0,28.0,32.0,52.0,5.0,4.0,55.0,5.0
73.42,54.66,793.69,7.46,22.5,NNE,-7.3,15.0,7.0,20.0,33.0,3.0,10.0,4.0,55.0,15.0
72.91,53.57,793.55,7.46,23.1,NNE,-6.9,15.0,4.0,8.0,33.0,13.0,42.0,4.0,55.0,25.0
72.39,52.54,793.4,7.46,23.7,NNE,-6.5,15.0,0.0,51.0,33.0,23.0,38.0,4.0,55.0,35.0
71.87,51.57,793.26,7.46,24.4,NNE,-6.1,14.0,57.0,28.0,33.0,32.0,56.0,4.0,55.0,45.0
71.35,50.65,793.1,7.46,25.0,NNE,-5.7,14.0,54.0,1.0,33.0,41.0,35.0,4.0,55.0,55.0
70.81,49.78,792.95,7.46,25.7,NNE,-5.3,14.0,50.0,28.0,33.0,49.0,31.0,4.0,56.0,5.0
70.28,48.95,792.79,7.46,26.4,NNE,-4.9,14.0,46.0,50.0,33.0,56.0,42.0,4.0,56.0,15.0
69.74,48.15,792.63,7.46,27.1,NNE,-4.5,14.0,43.0,7.0,34.0,3.0,6.0,4.0,56.0,25.0
69.2,47.4,792.47,7.46,27.9,NNE,-4.1,14.0,39.0,18.0,34.0,8.0,39.0,4.0,56.0,35.0
68.66,46.68,792.3,7.46,28.6,NNE,-3.7,14.0,35.0,24.0,34.0,13.0,19.0,4.0,56.0,45.0
68.06,45.93,792.12,7.46,29.4,NNE,-3.3,14.0,30.0,59.0,34.0,17.0,21.0,4.0,56.0,56.0
67.51,45.27,791.95,7.46,30.2,NE,-2.9,14.0,26.0,53.0,34.0,19.0,58.0,4.0,57.0,6.0
66.96,44.64,791.78,7.46,31.0,NE,-2.5,14.0,22.0,40.0,34.0,21.0,30.0,4.0,57.0,16.0
66.41,44.04,791.6,7.46,31.9,NE,-2.1,14.0,18.0,22.0,34.0,21.0,56.0,4.0,57.0,27.0
65.85,43.47,791.42,7.46,32.7,NE,-1.6,14.0,13.0,58.0,34.0,21.0,10.0,4.0,57.0,37.0
65.3,42.91,791.24,7.46,33.6,NE,-1.2,14.0,9.0,29.0,34.0,19.0,9.0,4.0,57.0,47.0
64.74,42.38,791.06,7.46,34.5,NE,-0.8,14.0,4.0,53.0,34.0,15.0,49.0,4.0,57.0,57.0
64.18,41.87,790.88,7.46,35.4,NE,-0.4,14.0,0.0,12.0,34.0,11.0,6.0,4.0,58.0,7.0
63.62,41.37,790.69,7.46,36.4,NE,0.0,13.0,55.0,25.0,34.0,4.0,54.0,4.0,58.0,17.0
63.06,40.89,790.5,7.46,37.3,NE,0.4,13.0,50.0,32.0,33.0,57.0,11.0,4.0,58.0,27.0
62.49,40.43,790.31,7.46,38.3,NE,0.8,13.0,45.0,34.0,33.0,47.0,51.0,4.0,58.0,38.0
61.93,39.99,790.12,7.46,39.4,NE,1.2,13.0,40.0,30.0,33.0,36.0,50.0,4.0,58.0,48.0
61.36,39.56,789.93,7.46,40.4,NE,1.6,13.0,35.0,21.0,33.0,24.0,4.0,4.0,58.0,58.0
60.79,39.14,789.73,7.46,41.5,NE,2.0,13.0,30.0,7.0,33.0,9.0,26.0,4.0,59.0,8.0
60.22,38.74,789.54,7.46,42.6,NE,2.4,13.0,24.0,48.0,32.0,52.0,54.0,4.0,59.0,18.0
59.65,38.35,789.34,7.46,43.8,NE,2.8,13.0,19.0,24.0,32.0,34.0,22.0,4.0,59.0,28.0
59.08,37.97,789.14,7.46,44.9,NE,3.2,13.0,13.0,56.0,32.0,13.0,46.0,4.0,59.0,37.0
58.45,37.56,788.92,7.46,46.3,NE,3.7,13.0,7.0,51.0,31.0,48.0,38.0,4.0,59.0,48.0
57.88,37.2,788.71,7.46,47.5,NE,4.1,13.0,2.0,14.0,31.0,23.0,27.0,4.0,59.0,58.0
57.31,36.86,788.51,7.46,48.8,NE,4.5,12.0,56.0,35.0,30.0,56.0,0.0,5.0,0.0,8.0
56.73,36.52,788.3,7.46,50.1,NE,4.8,12.0,50.0,52.0,30.0,26.0,11.0,5.0,0.0,18.0
56.16,36.19,788.1,7.46,51.5,NE,5.2,12.0,45.0,6.0,29.0,53.0,58.0,5.0,0.0,29.0
55.58,35.87,787.89,7.46,52.8,NE,5.6,12.0,39.0,18.0,29.0,19.0,18.0,5.0,0.0,39.0
55.01,35.56,787.68,7.46,54.2,NE,5.9,12.0,33.0,28.0,28.0,42.0,8.0,5.0,0.0,49.0
54.43,35.25,787.47,7.46,55.7,NE,6.3,12.0,27.0,37.0,28.0,2.0,27.0,5.0,0.0,59.0
53.85,34.95,787.26,7.46,57.2,NE,6.6,12.0,21.0,45.0,27.0,20.0,12.0,5.0,1.0,9.0
53.27,34.66,787.05,7.46,58.7,NE,6.9,12.0,15.0,52.0,26.0,35.0,24.0,5.0,1.0,19.0
52.69,34.38,786.84,7.46,60.3,ENE,7.2,12.0,10.0,0.0,25.0,48.0,1.0,5.0,1.0,29.0
52.11,34.1,786.63,7.46,61.8,ENE,7.5,12.0,4.0,7.0,24.0,58.0,4.0,5.0,1.0,39.0
51.53,33.83,786.42,7.46,63.5,ENE,7.8,11.0,58.0,16.0,24.0,5.0,35.0,5.0,1.0,49.0
50.95,33.56,786.2,7.46,65.1,ENE,8.1,11.0,52.0,25.0,23.0,10.0,36.0,5.0,1.0,59.0
50.37,33.3,785.99,7.46,66.8,ENE,8.3,11.0,46.0,37.0,22.0,13.0,10.0,5.0,2.0,9.0
49.79,33.05,785.78,7.46,68.5,ENE,8.5,11.0,40.0,50.0,21.0,13.0,20.0,5.0,2.0,19.0
49.21,32.8,785.56,7.46,70.2,ENE,8.8,11.0,35.0,6.0,20.0,11.0,12.0,5.0,2.0,29.0
48.63,32.55,785.35,7.46,72.0,ENE,8.9,11.0,29.0,26.0,19.0,6.0,50.0,5.0,2.0,39.0
47.99,32.29,785.11,7.46,74.0,ENE,9.1,11.0,23.0,14.0,17.0,53.0,36.0,5.0,2.0,50.0
47.4,32.05,784.9,7.46,75.8,E,9.3,11.0,17.0,41.0,16.0,44.0,55.0,5.0,3.0,0.0
46.82,31.82,784.69,7.46,77.6,E,9.4,11.0,12.0,11.0,15.0,34.0,24.0,5.0,3.0,10.0
46.23,31.59,784.47,7.46,79.4,E,9.5,11.0,6.0,46.0,14.0,22.0,9.0,5.0,3.0,20.0
45.65,31.37,784.26,7.46,81.2,E,9.5,11.0,1.0,26.0,13.0,8.0,20.0,5.0,3.0,30.0
45.07,31.15,784.05,7.46,83.1,E,9.6,10.0,56.0,10.0,11.0,53.0,8.0,5.0,3.0,40.0
44.48,30.93,783.84,7.46,84.9,E,9.6,10.0,50.0,59.0,10.0,36.0,41.0,5.0,3.0,50.0
43.89,30.72,783.63,7.46,86.8,E,9.6,10.0,45.0,54.0,9.0,19.0,10.0,5.0,4.0,0.0
43.31,30.51,783.42,7.46,88.7,E,9.5,10.0,40.0,53.0,8.0,0.0,46.0,5.0,4.0,10.0
42.72,30.3,783.21,7.46,90.5,E,9.5,10.0,35.0,59.0,6.0,41.0,38.0,5.0,4.0,20.0
42.14,30.1,783.0,7.46,92.3,E,9.4,10.0,31.0,10.0,5.0,21.0,58.0,5.0,4.0,30.0
41.49,29.88,782.77,7.46,94.3,E,9.3,10.0,25.0,59.0,3.0,53.0,54.0,5.0,4.0,41.0
40.9,29.68,782.56,7.46,96.2,E,9.1,10.0,21.0,22.0,2.0,33.0,38.0,5.0,4.0,51.0
40.32,29.49,782.36,7.46,97.9,E,9.0,10.0,16.0,50.0,1.0,13.0,21.0,5.0,5.0,1.0
39.73,29.3,782.15,7.46,99.7,E,8.8,10.0,12.0,25.0,-1.0,6.0,48.0,5.0,5.0,11.0
39.14,29.11,781.95,7.46,101.5,E,8.6,10.0,8.0,6.0,-2.0,26.0,41.0,5.0,5.0,21.0
38.55,28.92,781.75,7.46,103.2,E,8.3,10.0,3.0,52.0,-3.0,46.0,10.0,5.0,5.0,31.0
37.96,28.74,781.55,7.46,104.9,E,8.1,9.0,59.0,44.0,-5.0,5.0,7.0,5.0,5.0,41.0
37.38,28.55,781.35,7.46,106.5,ESE,7.8,9.0,55.0,42.0,-6.0,23.0,25.0,5.0,5.0,51.0
36.79,28.37,781.15,7.46,108.2,ESE,7.5,9.0,51.0,46.0,-7.0,40.0,57.0,5.0,6.0,1.0
36.2,28.19,780.96,7.46,109.8,ESE,7.2,9.0,47.0,55.0,-8.0,57.0,39.0,5.0,6.0,11.0
35.61,28.02,780.77,7.46,111.4,ESE,6.9,9.0,44.0,10.0,-10.0,13.0,24.0,5.0,6.0,21.0
35.02,27.84,780.58,7.46,112.9,ESE,6.6,9.0,40.0,30.0,-11.0,28.0,10.0,5.0,6.0,31.0
34.43,27.67,780.39,7.46,114.4,ESE,6.3,9.0,36.0,56.0,-12.0,41.0,51.0,5.0,6.0,41.0
33.78,27.48,780.18,7.46,116.0,ESE,5.9,9.0,33.0,6.0,-14.0,1.0,37.0,5.0,6.0,52.0
33.19,27.32,779.99,7.46,117.4,ESE,5.5,9.0,29.0,43.0,-15.0,12.0,54.0,5.0,7.0,2.0
32.6,27.15,779.81,7.46,118.8,ESE,5.1,9.0,26.0,24.0,-16.0,23.0,0.0,5.0,7.0,12.0
32.01,26.98,779.63,7.46,120.2,SE,4.8,9.0,23.0,11.0,-17.0,31.0,52.0,5.0,7.0,22.0
31.42,26.82,779.45,7.46,121.5,SE,4.4,9.0,20.0,2.0,-18.0,39.0,29.0,5.0,7.0,32.0
30.83,26.66,779.28,7.46,122.8,SE,4.0,9.0,16.0,58.0,-19.0,45.0,52.0,5.0,7.0,42.0
30.24,26.5,779.1,7.46,124.0,SE,3.6,9.0,13.0,59.0,-20.0,51.0,0.0,5.0,7.0,52.0
29.64,26.34,778.93,7.46,125.3,SE,3.2,9.0,11.0,4.0,-21.0,54.0,52.0,5.0,8.0,2.0
29.05,26.18,778.76,7.46,126.5,SE,2.8,9.0,8.0,14.0,-22.0,57.0,29.0,5.0,8.0,12.0
28.46,26.02,778.6,7.46,127.6,SE,2.4,9.0,5.0,28.0,-23.0,58.0,53.0,5.0,8.0,22.0
27.87,25.87,778.44,7.46,128.7,SE,2.0,9.0,2.0,46.0,-24.0,59.0,3.0,5.0,8.0,32.0
